860	1360341812
40	1360342037
2360	1360343453
40	1360343223
40	1360341124
60	1360341116
80	1360341519
100	1360343733
60	1360342528
660	1360341649
80	1360343207
60	1360342145
40	1360343208
6740	1360343661
160	1360342973
40	1360342955
100	1360343775
160	1360341670
120	1360343869
100	1360343163
160	1360341784
140	1360341340
40	1360343182
60	1360341704
120	1360341120
120	1360343871
60	1360341121
40	1360341136
100	1360342841
1820	1360342286
100	1360343938
100	1360342791
100	1360342672
60	1360341743
120	1360343216
160	1360343870
60	1360343578
80	1360341421
420	1360341136
220	1360342836
10800	1360341793
60	1360341134
960	1360342411
60	1360342919
80	1360343030
100	1360342361
80	1360341088
100	1360343400
80	1360341089
40	1360342528
40	1360341099
40	1360343690
140	1360342542
60	1360342697
140	1360342874
400	1360341130
160	1360343215
640	1360341729
40	1360343704
360	1360341106
600	1360341075
140	1360343582
40	1360343894
7200	1360343707
16300	1360341833
60	1360341113
120	1360343934
100	1360343708
40	1360341685
5880	1360341805
280	1360343480
80	1360343512
200	1360341915
80	1360342518
1120	1360342056
220	1360342071
120	1360343332
60	1360341627
40	1360342195
1400	1360341711
80	1360341141
16380	1360342606
140	1360342399
80	1360342308
140	1360342923
3880	1360342060
100	1360343215
40	1360343335
100	1360341614
40	1360341081
120	1360343269
120	1360343418
40	1360343605
100	1360342338
40	1360343742
2720	1360342305
140	1360341719
80	1360343258
80	1360341082
40	1360341766
60	1360341119
60	1360342498
40	1360342171
7900	1360343969
2940	1360343151
180	1360342610
220	1360343530
360	1360343398
160	1360341078
1460	1360343869
120	1360343750
6780	1360342052
120	1360343464
100	1360341940
6280	1360343403
40	1360343207
360	1360343346
17980	1360340555
80	1360342117
60	1360342695
140	1360343437
40	1360343608
360	1360341125
60	1360341141
40	1360341595
60	1360341083
4660	1360341788
40	1360343133
180	1360343358
380	1360343210
680	1360342649
500	1360343665
60	1360341735
40	1360343114
2100	1360343669
40	1360342373
40	1360341108
80	1360341134
40	1360340329
100	1360342870
200	1360342214
120	1360343469
60	1360341108
80	1360343091
180	1360342452
400	1360342976
60	1360342919
360	1360343638
40	1360343479
60	1360343669
60	1360343284
19160	1360342984
40	1360342696
340	1360341121
40	1360341660
200	1360343510
840	1360341979
60	1360343527
60	1360343775
60	1360342701
40	1360342251
60	1360341138
60	1360341130
1460	1360342112
980	1360341915
380	1360341117
5060	1360341837
180	1360342392
400	1360343869
40	1360343472
60	1360341134
60	1360341136
5260	1360343331
100	1360342337
600	1360342954
300	1360341110
960	1360342649
60	1360341109
140	1360341968
5180	1360343929
100	1360342322
280	1360341108
80	1360343846
80	1360343029
160	1360343871
60	1360343208
440	1360343210
140	1360342911
7800	1360341834
40	1360343407
40	1360343579
40	1360343685
720	1360341935
80	1360341653
60	1360341136
100	1360342338
140	1360342595
1160	1360343711
120	1360342915
400	1360343357
180	1360343070
10160	1360343018
1720	1360342911
1140	1360343715
40	1360343321
120	1360342018
80	1360342722
320	1360343029
60	1360343499
240	1360342444
140	1360343014
60	1360341123
4380	1360342900
40	1360342213
400	1360341805
2060	1360341822
2700	1360342887
140	1360342411
100	1360342241
160	1360341873
60	1360341758
180	1360341932
760	1360342060
60	1360341114
180	1360342771
220	1360343742
5060	1360343934
160	1360343201
100	1360342769
1680	1360343934
160	1360341916
220	1360343922
100	1360341088
40	1360342649
200	1360343742
100	1360342779
8240	1360343159
100	1360342523
120	1360343746
14900	1360342004
60	1360341610
120	1360341614
2540	1360343821
80	1360341089
60	1360342832
140	1360343453
60	1360343518
40	1360341704
100	1360341898
360	1360343206
60	1360343209
140	1360343958
100	1360343911
60	1360343254
80	1360343872
40	1360343798
1140	1360342326
16360	1360343798
40	1360343429
140	1360343707
60	1360343030
160	1360341109
140	1360342338
140	1360341851
80	1360342404
320	1360341114
100	1360343000
180	1360343050
220	1360341687
3760	1360341673
100	1360342029
2520	1360342727
100	1360343461
220	1360342443
80	1360341784
140	1360341111
40	1360343889
160	1360343649
140	1360342081
960	1360341832
100	1360342206
80	1360343592
80	1360343001
80	1360343715
40	1360341670
40	1360343342
120	1360342326
120	1360343250
80	1360342771
620	1360342198
140	1360343806
60	1360341912
580	1360341806
80	1360343214
400	1360341828
160	1360343872
180	1360343214
2560	1360343138
1340	1360342577
360	1360341100
60	1360341126
40	1360341912
680	1360342900
40	1360343969
40	1360341081
1560	1360342553
60	1360341139
60	1360343846
120	1360342491
2000	1360342112
300	1360343399
360	1360341122
160	1360343215
1160	1360343155
420	1360343273
240	1360341110
80	1360341083
120	1360342029
60	1360341084
280	1360341129
12880	1360342687
1340	1360342551
60	1360343674
160	1360340605
100	1360341077
60	1360343445
100	1360343813
280	1360342403
40	1360341758
100	1360343876
80	1360341620
60	1360342338
60	1360343929
440	1360341392
160	1360342373
60	1360341085
100	1360343437
600	1360342769
40	1360341134
140	1360341621
40	1360343129
420	1360343872
60	1360343214
40	1360341112
140	1360343899
100	1360342196
15100	1360342318
220	1360342958
100	1360342338
60	1360341743
60	1360342312
220	1360343324
3360	1360342040
140	1360342403
5040	1360341931
100	1360341681
40	1360343272
40	1360341132
180	1360343592
3140	1360343284
1260	1360343646
80	1360341825
60	1360341087
660	1360342771
200	1360343118
60	1360341101
1200	1360343626
140	1360342393
4180	1360342642
320	1360343091
180	1360341959
220	1360343163
40	1360343250
2020	1360343549
340	1360341078
660	1360342189
40	1360342718
100	1360343029
60	1360341080
740	1360342494
300	1360341111
140	1360342889
120	1360343286
11560	1360342229
1160	1360341967
60	1360342064
240	1360343147
2160	1360342092
100	1360343398
60	1360341140
60	1360341129
40	1360341086
40	1360341109
60	1360343742
160	1360343214
100	1360342551
60	1360341632
1860	1360343511
60	1360342532
60	1360341111
11420	1360341626
40	1360341127
80	1360342270
60	1360343810
140	1360342078
100	1360343558
960	1360342312
40	1360343433
2760	1360342004
120	1360342413
40	1360341098
420	1360343218
80	1360343029
60	1360342586
100	1360341866
60	1360342573
100	1360342350
100	1360343496
1180	1360343411
1300	1360343429
180	1360341844
40	1360342703
980	1360342572
60	1360343843
740	1360341858
60	1360341844
40	1360343589
60	1360343601
40	1360343000
80	1360343000
100	1360343954
120	1360342887
2820	1360342930
40	1360341105
140	1360342687
40	1360341684
40	1360341125
60	1360341084
40	1360341122
1560	1360343102
100	1360341925
2640	1360343626
80	1360343042
40000	1360340551
140	1360341633
40	1360342476
1040	1360342145
